[1783780201.588665] MINER<->FX | 172.31.12.58:10510 -> 123.88.25.139:2857 | {"error": null, "id": 122162, "result": true}
[1783780202.198326] MINER<->FX | 123.88.25.139:2856 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-bb1", "B9mO1s97S", "6e54000000000000", "6a525352", "ed919d6a", "000b0000"], "id": 121662, "method": "mining.submit"}
[1783780202.1987] FX<->FEE_POOL | 172.31.11.58:38812 -> 172.65.196.131:1301 | {"id": 121662, "method": "mining.submit", "params": ["boniu.by6666", "B9mO1s97S", "6e54000000000000", "6a525352", "ed919d6a", "000b0000"]}
[1783780202.202648] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:38812 | {"id": 121662, "result": true, "error": null}
[1783780202.202855] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": 121662, "result": true, "error": null}
[1783780202.69733] MINER<->FX | 123.88.25.139:2857 -> 172.31.12.58:10510 | {"params": ["btc88708200.S21-14", "1783780201_2250042", "7e0b000000000000", "6a525369", "a4d0239b", "0001e000"], "id": 122163, "method": "mining.submit"}
[1783780202.698015] FX<->MAIN_POOL | 172.31.11.58:55044 -> 172.65.246.174:700 | {"id": 122163, "method": "mining.submit", "params": ["btc88708200.S21-14", "1783780201_2250042", "7e0b000000000000", "6a525369", "a4d0239b", "0001e000"]}
[1783780202.700045] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:55044 | {"error": null, "id": 122163, "result": true}
[1783780202.700181] MINER<->FX | 172.31.12.58:10510 -> 123.88.25.139:2857 | {"error": null, "id": 122163, "result": true}
[1783780205.121918] MINER<->FX | 123.88.25.139:2856 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-bb1", "B9mO1s97S", "e56a000000000000", "6a525352", "fa111af7", "0005e000"], "id": 121663, "method": "mining.submit"}
[1783780205.122058] FX<->FEE_POOL | 172.31.11.58:38812 -> 172.65.196.131:1301 | {"id": 121663, "method": "mining.submit", "params": ["boniu.by6666", "B9mO1s97S", "e56a000000000000", "6a525352", "fa111af7", "0005e000"]}
[1783780205.125822] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:38812 | {"id": 121663, "result": true, "error": null}
[1783780205.12591] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": 121663, "result": true, "error": null}
[1783780205.773491] MINER<->FX | 123.88.25.139:2859 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-04", "2327906", "2994000000000000", "6a525360", "92915a67", "00024000"], "id": 9934, "method": "mining.submit"}
[1783780205.773618] FX<->MAIN_POOL | 172.31.11.58:42938 -> 172.65.246.174:700 | {"id": 9934, "method": "mining.submit", "params": ["btc88708200.S21-04", "2327906", "2994000000000000", "6a525360", "92915a67", "00024000"]}
[1783780205.77626] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:42938 | {"error": null, "id": 9934, "result": true}
[1783780205.776399] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2859 | {"error": null, "id": 9934, "result": true}
[1783780206.04441] MINER<->FX | 123.88.25.139:2856 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-bb1", "B9mO1s97S", "f971000000000000", "6a525352", "b519a898", "0009e000"], "id": 121664, "method": "mining.submit"}
[1783780206.044534] FX<->FEE_POOL | 172.31.11.58:38812 -> 172.65.196.131:1301 | {"id": 121664, "method": "mining.submit", "params": ["boniu.by6666", "B9mO1s97S", "f971000000000000", "6a525352", "b519a898", "0009e000"]}
[1783780206.048304] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:38812 | {"id": 121664, "result": true, "error": null}
[1783780206.048363] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": 121664, "result": true, "error": null}
[1783780206.476688] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:60200 | {"id": null, "method": "mining.notify", "params": ["2327908", "d759c74278927f2b74455d991bd1a37915d21c56000014ae0000000000000000", "01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff57038a9c0e1a2f706f6f6c696e2e636f6d2f66702f3936378e013302de8e86c6fabe6d6d7300d3bba64fd557417f84ad435f29cf588fb1d4441a14991f41b516b3891e9f1000000000000000", "ffffffff03702fad120000000017a9141366dca425687186b9b54e27e4ed48163b5beb80870000000000000000266a24aa21a9ed5f0f69033a08df49d4883c6b4d1695d10d9a08ba19c47ebd3be8b17bacefa52400000000000000002b6a2952534b424c4f434b3addafd7f0ea14e7874b0eeb9489a978a32404e201f9a3cbdca8c53f0f0089f3ed00000000", ["4815d4bbae84eb5d3c2d37deba89eebfb5bebf279d2646375cdcb4c4eade0ab2", "317a657fbd18a6cbc4ad19082a90b3cd1b851ea5741cc20de3e405eec446471e", "6829c3050d8dd92e297f75cff40e78e764a032bc57f0229715b0cc2996c800aa", "accd0aa570def8d3c640ed5ca2befac7861bb28f116f188f74768884e4baffbd", "a17a672b093a6db491cb2bac95ba9099219e4403906db964965fb999352db68b", "d74750af777d53c980e16febbcfd3214ffc47ede8f261e5e6532a46412956e3a", "5a93c1ad694c54a34e46e2a2fdb5d1b109bb0b310fc8231c2abcdb8f45c2a344", "84978ed38bc1e0db9a86135e0564933bbb4c0d1f1a9a51904f1e2716e69e143f", "3fc44485d6faa5de8c11a4ad8e8fd117337b53de54065a3e328d19613d127664", "16c890531a835a473c275e4922d33cd04686488d52143c965e2d2a29cffebeb2", "3b76f326f9b6ac5be3447e0b48f74c3ea0ba7e8b38db50b7a39086db3047e762", "bc5d3c4b43beccb9eb7428857b6512ea7d8466ed876871537de1568afae284de", "c00242d6995129a72a47371ee5b3203cbd1df28c2d988494893a10e2240644e5"], "20000000", "17021a42", "6a52536e", false]}
[1783780206.476706] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:42938 | {"id": null, "method": "mining.notify", "params": ["2327908", "d759c74278927f2b74455d991bd1a37915d21c56000014ae0000000000000000", "01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff57038a9c0e1a2f706f6f6c696e2e636f6d2f66702f3936378e013302de8e86c6fabe6d6d7300d3bba64fd557417f84ad435f29cf588fb1d4441a14991f41b516b3891e9f1000000000000000", "ffffffff03702fad120000000017a9141366dca425687186b9b54e27e4ed48163b5beb80870000000000000000266a24aa21a9ed5f0f69033a08df49d4883c6b4d1695d10d9a08ba19c47ebd3be8b17bacefa52400000000000000002b6a2952534b424c4f434b3addafd7f0ea14e7874b0eeb9489a978a32404e201f9a3cbdca8c53f0f0089f3ed00000000", ["4815d4bbae84eb5d3c2d37deba89eebfb5bebf279d2646375cdcb4c4eade0ab2", "317a657fbd18a6cbc4ad19082a90b3cd1b851ea5741cc20de3e405eec446471e", "6829c3050d8dd92e297f75cff40e78e764a032bc57f0229715b0cc2996c800aa", "accd0aa570def8d3c640ed5ca2befac7861bb28f116f188f74768884e4baffbd", "a17a672b093a6db491cb2bac95ba9099219e4403906db964965fb999352db68b", "d74750af777d53c980e16febbcfd3214ffc47ede8f261e5e6532a46412956e3a", "5a93c1ad694c54a34e46e2a2fdb5d1b109bb0b310fc8231c2abcdb8f45c2a344", "84978ed38bc1e0db9a86135e0564933bbb4c0d1f1a9a51904f1e2716e69e143f", "3fc44485d6faa5de8c11a4ad8e8fd117337b53de54065a3e328d19613d127664", "16c890531a835a473c275e4922d33cd04686488d52143c965e2d2a29cffebeb2", "3b76f326f9b6ac5be3447e0b48f74c3ea0ba7e8b38db50b7a39086db3047e762", "bc5d3c4b43beccb9eb7428857b6512ea7d8466ed876871537de1568afae284de", "c00242d6995129a72a47371ee5b3203cbd1df28c2d988494893a10e2240644e5"], "20000000", "17021a42", "6a52536e", false]}
[1783780206.489366] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:55044 | {"id": null, "method": "mining.notify", "params": ["2250043", "d759c74278927f2b74455d991bd1a37915d21c56000014ae0000000000000000", "01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff57038a9c0e1a2f706f6f6c696e2e636f6d2f66702f3936368e012d02de8e85c6fabe6d6d7300d3bba64fd557417f84ad435f29cf588fb1d4441a14991f41b516b3891e9f1000000000000000", "ffffffff03702fad120000000017a9141366dca425687186b9b54e27e4ed48163b5beb80870000000000000000266a24aa21a9ed5f0f69033a08df49d4883c6b4d1695d10d9a08ba19c47ebd3be8b17bacefa52400000000000000002b6a2952534b424c4f434b3addafd7f0ea14e7874b0eeb9489a978a32404e201f9a3cbdca8c53f0f0089f3ed00000000", ["4815d4bbae84eb5d3c2d37deba89eebfb5bebf279d2646375cdcb4c4eade0ab2", "317a657fbd18a6cbc4ad19082a90b3cd1b851ea5741cc20de3e405eec446471e", "6829c3050d8dd92e297f75cff40e78e764a032bc57f0229715b0cc2996c800aa", "accd0aa570def8d3c640ed5ca2befac7861bb28f116f188f74768884e4baffbd", "a17a672b093a6db491cb2bac95ba9099219e4403906db964965fb999352db68b", "d74750af777d53c980e16febbcfd3214ffc47ede8f261e5e6532a46412956e3a", "5a93c1ad694c54a34e46e2a2fdb5d1b109bb0b310fc8231c2abcdb8f45c2a344", "84978ed38bc1e0db9a86135e0564933bbb4c0d1f1a9a51904f1e2716e69e143f", "3fc44485d6faa5de8c11a4ad8e8fd117337b53de54065a3e328d19613d127664", "16c890531a835a473c275e4922d33cd04686488d52143c965e2d2a29cffebeb2", "3b76f326f9b6ac5be3447e0b48f74c3ea0ba7e8b38db50b7a39086db3047e762", "bc5d3c4b43beccb9eb7428857b6512ea7d8466ed876871537de1568afae284de", "c00242d6995129a72a47371ee5b3203cbd1df28c2d988494893a10e2240644e5"], "20000000", "17021a42", "6a52536e", false]}
[1783780210.421063] MINER<->FX | 123.88.25.139:2856 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-bb1", "B9mO1s97S", "9f93000000000000", "6a525352", "3fc8202f", "00022000"], "id": 121665, "method": "mining.submit"}
[1783780210.42119] FX<->FEE_POOL | 172.31.11.58:38812 -> 172.65.196.131:1301 | {"id": 121665, "method": "mining.submit", "params": ["boniu.by6666", "B9mO1s97S", "9f93000000000000", "6a525352", "3fc8202f", "00022000"]}
[1783780210.425115] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:38812 | {"id": 121665, "result": true, "error": null}
[1783780210.425226] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": 121665, "result": true, "error": null}
[1783780211.051281] MINER<->FX | 123.88.25.139:2856 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-bb1", "B9mO1s97S", "7498000000000000", "6a525352", "7393dd9b", "0008e000"], "id": 121666, "method": "mining.submit"}
[1783780211.051394] FX<->FEE_POOL | 172.31.11.58:38812 -> 172.65.196.131:1301 | {"id": 121666, "method": "mining.submit", "params": ["boniu.by6666", "B9mO1s97S", "7498000000000000", "6a525352", "7393dd9b", "0008e000"]}
[1783780211.054965] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:38812 | {"id": null, "method": "mining.set_difficulty", "params": [2097152]}
[1783780211.055064] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": null, "method": "mining.set_difficulty", "params": [2097152]}
[1783780211.055413] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:38812 | {"id": 121666, "result": true, "error": null}
[1783780211.056105] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": 121666, "result": true, "error": null}
[1783780211.286321] MINER<->FX | 123.88.25.139:2857 -> 172.31.12.58:10510 | {"params": ["btc88708200.S21-14", "2250043", "8b29000000000000", "6a52536e", "73358d5c", "0004e000"], "id": 122164, "method": "mining.submit"}
[1783780211.286468] FX<->MAIN_POOL | 172.31.11.58:55044 -> 172.65.246.174:700 | {"id": 122164, "method": "mining.submit", "params": ["btc88708200.S21-14", "2250043", "8b29000000000000", "6a52536e", "73358d5c", "0004e000"]}
[1783780211.288508] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:55044 | {"error": null, "id": 122164, "result": true}
[1783780211.288627] MINER<->FX | 172.31.12.58:10510 -> 123.88.25.139:2857 | {"error": null, "id": 122164, "result": true}
[1783780211.586305] MINER<->FX | 123.88.25.139:2857 -> 172.31.12.58:10510 | {"params": ["btc88708200.S21-14", "2250043", "da2b000000000000", "6a52536e", "07201818", "0002c000"], "id": 122165, "method": "mining.submit"}
[1783780211.586442] FX<->MAIN_POOL | 172.31.11.58:55044 -> 172.65.246.174:700 | {"id": 122165, "method": "mining.submit", "params": ["btc88708200.S21-14", "2250043", "da2b000000000000", "6a52536e", "07201818", "0002c000"]}
[1783780211.588455] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:55044 | {"error": null, "id": 122165, "result": true}
[1783780211.588569] MINER<->FX | 172.31.12.58:10510 -> 123.88.25.139:2857 | {"error": null, "id": 122165, "result": true}
[1783780217.407807] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:38812 | {"id": null, "method": "mining.notify", "params": ["BBO4h7XSG", "d759c74278927f2b74455d991bd1a37915d21c56000014ae0000000000000000", "01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff64038a9c0e2cfabe6d6d00deeea92d83ced0f86481de45b27df7f65fc6db2ec9308857825fab23cd4c3510000000f09f909f092f4632506f6f6c2f6b000000000000000000000000000000000000000000000000000000000000000000000005", "0822020000000000001976a914c6740a12d0a7d556f89782bf5faf0e12cf25a63988aced39ae12000000001976a91469f2a01f4ff9e6ac24df9062e9828753474b348088ac00000000000000002f6a2d434f5245012953559db5cc88ab20b1960faa9793803d070337e7ec323813c943336c579e238228a8ebd096a7e50000000000000000126a10455853415401051b0f0e0e0b1f1200130000000000000000266a24486174684669060572a0ad041ee3d857d92bf4052724b20a8c91bb9b53a44e756ee5fd5400000000000000002c6a4c2952534b424c4f434b3a3a1391eba62935bef3cac76f96de01329b8a9bd9f9a3cbdca8c53f0f0089f3ed0000000000000000296a27737973ad67ac836f718770ee739dc8e6c12cb7045f4aeef5de76f54636b19df782142598a922000000000000000000266a24aa21a9edf43b7c28561838b146920888993db02db3660e4a93dec2575ca07cd84fd7700e41214742", ["4815d4bbae84eb5d3c2d37deba89eebfb5bebf279d2646375cdcb4c4eade0ab2", "1f8e2f83a56ee7e22cc247dabcf4133eab937b136dd34182743327732ff55d2f", "a290bac334d2b28c032f92bf725d406ba1f632fab4e807fbc55dcb29dec24c04", "011647f6130d50647a90ba48d39e85262454e5ce756b77e165985fd1b68d29e7", "cf563acd3be23752ea1bd0b32cce5f98d69c8e2f350ec15e2dbe3f44ce46a4c3", "3cf7f1f189779544e8b369d026a8da7998d57f0eda4ebfd7769617763000b85e", "12170b274a685528c68f0602648a8983f6f4ab7f3c93ca2fe719cd63610bd3b0", "f2974efe19d582195c8d86364aed621b594952f013771d2d61ac93ba2406b85f", "caa7813b1492001150d77f6e654824c8cb06e03471624b69d80c3cc8f9f4c3ea", "5aba153c5767eb1b74080dbb8ed69fdd128170655794412fc5bfa40db73ed964", "6647543552ffdbf0f6ce56adf5ee0859df044fa76b035f694a3d49b2594e42c3", "9cb439f19cfcbc2282cbd230d5483ced9babae9fd9584e70379a62cf10039af3", "dff33b729582ece64ac3e7459348c7306b49c4ac8cbe0f3e3cd1d549ca796dfc"], "20000000", "17021a42", "6a525370", false]}
[1783780219.441826] SYN | 172.31.11.58:53056 -> 172.65.196.131:1301 | 
[1783780219.4426] SYN | 172.65.196.131:1301 -> 172.31.11.58:53056 | 
[1783780219.442753] FX<->FEE_POOL | 172.31.11.58:53056 -> 172.65.196.131:1301 | {"id": 1, "method": "mining.configure", "params": [["version-rolling"], {"version-rolling.mask": "1fffe000", "version-rolling.min-bit-count": 8}]}
[1783780219.454356] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:53056 | {"id": 1, "result": {"version-rolling": true, "version-rolling.mask": "1fffe000"}, "error": null}
[1783780219.639361] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:60200 | {"id": null, "method": "mining.notify", "params": ["2327909", "d759c74278927f2b74455d991bd1a37915d21c56000014ae0000000000000000", "01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff57038a9c0e1a2f706f6f6c696e2e636f6d2f66702f3936378e013302dea29f37fabe6d6d08b8a3ab670c2cfe925822f9ebaa5eb3d0122081cf11be95f34a64bcbe3533ee1000000000000000", "ffffffff03702fad120000000017a9141366dca425687186b9b54e27e4ed48163b5beb80870000000000000000266a24aa21a9ed5f0f69033a08df49d4883c6b4d1695d10d9a08ba19c47ebd3be8b17bacefa52400000000000000002b6a2952534b424c4f434b3addafd7f0ea14e7874b0eeb9489a978a32404e201f9a3cbdca8c53f0f0089f3ed00000000", ["4815d4bbae84eb5d3c2d37deba89eebfb5bebf279d2646375cdcb4c4eade0ab2", "317a657fbd18a6cbc4ad19082a90b3cd1b851ea5741cc20de3e405eec446471e", "6829c3050d8dd92e297f75cff40e78e764a032bc57f0229715b0cc2996c800aa", "accd0aa570def8d3c640ed5ca2befac7861bb28f116f188f74768884e4baffbd", "a17a672b093a6db491cb2bac95ba9099219e4403906db964965fb999352db68b", "d74750af777d53c980e16febbcfd3214ffc47ede8f261e5e6532a46412956e3a", "5a93c1ad694c54a34e46e2a2fdb5d1b109bb0b310fc8231c2abcdb8f45c2a344", "84978ed38bc1e0db9a86135e0564933bbb4c0d1f1a9a51904f1e2716e69e143f", "3fc44485d6faa5de8c11a4ad8e8fd117337b53de54065a3e328d19613d127664", "16c890531a835a473c275e4922d33cd04686488d52143c965e2d2a29cffebeb2", "3b76f326f9b6ac5be3447e0b48f74c3ea0ba7e8b38db50b7a39086db3047e762", "bc5d3c4b43beccb9eb7428857b6512ea7d8466ed876871537de1568afae284de", "c00242d6995129a72a47371ee5b3203cbd1df28c2d988494893a10e2240644e5"], "20000000", "17021a42", "6a52537b", false]}
[1783780219.639441] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:42938 | {"id": null, "method": "mining.notify", "params": ["2327909", "d759c74278927f2b74455d991bd1a37915d21c56000014ae0000000000000000", "01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff57038a9c0e1a2f706f6f6c696e2e636f6d2f66702f3936378e013302dea29f37fabe6d6d08b8a3ab670c2cfe925822f9ebaa5eb3d0122081cf11be95f34a64bcbe3533ee1000000000000000", "ffffffff03702fad120000000017a9141366dca425687186b9b54e27e4ed48163b5beb80870000000000000000266a24aa21a9ed5f0f69033a08df49d4883c6b4d1695d10d9a08ba19c47ebd3be8b17bacefa52400000000000000002b6a2952534b424c4f434b3addafd7f0ea14e7874b0eeb9489a978a32404e201f9a3cbdca8c53f0f0089f3ed00000000", ["4815d4bbae84eb5d3c2d37deba89eebfb5bebf279d2646375cdcb4c4eade0ab2", "317a657fbd18a6cbc4ad19082a90b3cd1b851ea5741cc20de3e405eec446471e", "6829c3050d8dd92e297f75cff40e78e764a032bc57f0229715b0cc2996c800aa", "accd0aa570def8d3c640ed5ca2befac7861bb28f116f188f74768884e4baffbd", "a17a672b093a6db491cb2bac95ba9099219e4403906db964965fb999352db68b", "d74750af777d53c980e16febbcfd3214ffc47ede8f261e5e6532a46412956e3a", "5a93c1ad694c54a34e46e2a2fdb5d1b109bb0b310fc8231c2abcdb8f45c2a344", "84978ed38bc1e0db9a86135e0564933bbb4c0d1f1a9a51904f1e2716e69e143f", "3fc44485d6faa5de8c11a4ad8e8fd117337b53de54065a3e328d19613d127664", "16c890531a835a473c275e4922d33cd04686488d52143c965e2d2a29cffebeb2", "3b76f326f9b6ac5be3447e0b48f74c3ea0ba7e8b38db50b7a39086db3047e762", "bc5d3c4b43beccb9eb7428857b6512ea7d8466ed876871537de1568afae284de", "c00242d6995129a72a47371ee5b3203cbd1df28c2d988494893a10e2240644e5"], "20000000", "17021a42", "6a52537b", false]}
[1783780219.658859] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:55044 | {"id": null, "method": "mining.notify", "params": ["2250045", "d759c74278927f2b74455d991bd1a37915d21c56000014ae0000000000000000", "01000000010000000000000000000000000000000000000000000000000000000000000000ffffffff57038a9c0e1a2f706f6f6c696e2e636f6d2f66702f3936368e012d02dea29f36fabe6d6d08b8a3ab670c2cfe925822f9ebaa5eb3d0122081cf11be95f34a64bcbe3533ee1000000000000000", "ffffffff03702fad120000000017a9141366dca425687186b9b54e27e4ed48163b5beb80870000000000000000266a24aa21a9ed5f0f69033a08df49d4883c6b4d1695d10d9a08ba19c47ebd3be8b17bacefa52400000000000000002b6a2952534b424c4f434b3addafd7f0ea14e7874b0eeb9489a978a32404e201f9a3cbdca8c53f0f0089f3ed00000000", ["4815d4bbae84eb5d3c2d37deba89eebfb5bebf279d2646375cdcb4c4eade0ab2", "317a657fbd18a6cbc4ad19082a90b3cd1b851ea5741cc20de3e405eec446471e", "6829c3050d8dd92e297f75cff40e78e764a032bc57f0229715b0cc2996c800aa", "accd0aa570def8d3c640ed5ca2befac7861bb28f116f188f74768884e4baffbd", "a17a672b093a6db491cb2bac95ba9099219e4403906db964965fb999352db68b", "d74750af777d53c980e16febbcfd3214ffc47ede8f261e5e6532a46412956e3a", "5a93c1ad694c54a34e46e2a2fdb5d1b109bb0b310fc8231c2abcdb8f45c2a344", "84978ed38bc1e0db9a86135e0564933bbb4c0d1f1a9a51904f1e2716e69e143f", "3fc44485d6faa5de8c11a4ad8e8fd117337b53de54065a3e328d19613d127664", "16c890531a835a473c275e4922d33cd04686488d52143c965e2d2a29cffebeb2", "3b76f326f9b6ac5be3447e0b48f74c3ea0ba7e8b38db50b7a39086db3047e762", "bc5d3c4b43beccb9eb7428857b6512ea7d8466ed876871537de1568afae284de", "c00242d6995129a72a47371ee5b3203cbd1df28c2d988494893a10e2240644e5"], "20000000", "17021a42", "6a52537b", false]}
[1783780220.443864] FX<->FEE_POOL | 172.31.11.58:53056 -> 172.65.196.131:1301 | {"id": 4, "method": "mining.subscribe", "params": ["Antminer S21 Hyd./Thu Mar 28 12:00:38 CST 2024", "0000b5181"]}
[1783780220.446516] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:53056 | {"id": 4, "result": [[["mining.notify", "mining.notify"], ["mining.set_difficulty", "mining.set_difficulty"]], "00", 8], "error": null}
[1783780220.446628] FX<->FEE_POOL | 172.31.11.58:53056 -> 172.65.196.131:1301 | {"id": 7, "method": "mining.authorize", "params": ["boniu.by6666", "x"]}
[1783780220.4492] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:53056 | {"id": 7, "result": true, "error": null}
[1783780220.449238] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:53056 | {"id": null, "method": "mining.set_difficulty", "params": [262144]}
[1783780220.44945] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2859 | {"id": null, "method": "mining.set_extranonce", "params": ["00", 8]}
[1783780220.459713] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2859 | {"id": null, "method": "mining.set_difficulty", "params": [262144]}
[1783780220.518068] MINER<->FX | 123.88.25.139:2857 -> 172.31.12.58:10510 | {"params": ["btc88708200.S21-14", "2250045", "ac0f000000000000", "6a52537b", "75348790", "00060000"], "id": 122166, "method": "mining.submit"}
[1783780220.51819] FX<->MAIN_POOL | 172.31.11.58:55044 -> 172.65.246.174:700 | {"id": 122166, "method": "mining.submit", "params": ["btc88708200.S21-14", "2250045", "ac0f000000000000", "6a52537b", "75348790", "00060000"]}
[1783780220.520302] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:55044 | {"error": null, "id": 122166, "result": true}
[1783780220.520387] MINER<->FX | 172.31.12.58:10510 -> 123.88.25.139:2857 | {"error": null, "id": 122166, "result": true}
[1783780221.762482] MINER<->FX | 123.88.25.139:2859 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-04", "B9mBsLBoS", "f507000000000000", "6a525370", "e0140603", "000a4000"], "id": 9935, "method": "mining.submit"}
[1783780221.762636] FX<->FEE_POOL | 172.31.11.58:53056 -> 172.65.196.131:1301 | {"id": 9935, "method": "mining.submit", "params": ["boniu.by6666", "B9mBsLBoS", "f507000000000000", "6a525370", "e0140603", "000a4000"]}
[1783780221.765621] FX<->FEE_POOL | 172.65.196.131:1301 -> 172.31.11.58:53056 | {"id": 9935, "result": true, "error": null}
[1783780221.765745] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2859 | {"id": 9935, "result": true, "error": null}
[1783780222.227833] FIN/RST | 172.31.11.58:38812 -> 172.65.196.131:1301 | FA
[1783780222.228423] SYN | 172.31.11.58:17566 -> 172.65.246.174:700 | 
[1783780222.229285] SYN | 172.65.246.174:700 -> 172.31.11.58:17566 | 
[1783780222.229385] FX<->MAIN_POOL | 172.31.11.58:17566 -> 172.65.246.174:700 | {"id": 1, "method": "mining.configure", "params": [["version-rolling"], {"version-rolling.mask": "1fffe000", "version-rolling.min-bit-count": 8}]}
[1783780222.231463] FIN/RST | 172.65.196.131:1301 -> 172.31.11.58:38812 | FA
[1783780222.237095] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:17566 | {"error": null, "id": 1, "result": {"version-rolling": true, "version-rolling.mask": "1fffe000"}}
[1783780223.154951] MINER<->FX | 123.88.25.139:2857 -> 172.31.12.58:10510 | {"params": ["btc88708200.S21-14", "2250045", "ee23000000000000", "6a52537b", "653547ac", "0003e000"], "id": 122167, "method": "mining.submit"}
[1783780223.155102] FX<->MAIN_POOL | 172.31.11.58:55044 -> 172.65.246.174:700 | {"id": 122167, "method": "mining.submit", "params": ["btc88708200.S21-14", "2250045", "ee23000000000000", "6a52537b", "653547ac", "0003e000"]}
[1783780223.157054] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:55044 | {"error": null, "id": 122167, "result": true}
[1783780223.157147] MINER<->FX | 172.31.12.58:10510 -> 123.88.25.139:2857 | {"error": null, "id": 122167, "result": true}
[1783780223.229907] FX<->MAIN_POOL | 172.31.11.58:17566 -> 172.65.246.174:700 | {"id": 4, "method": "mining.subscribe", "params": ["Antminer S21 XP Hyd./Fri Oct 11 16:43:13 CST 2024", "00002fc81"]}
[1783780223.232433] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:17566 | {"error": null, "id": 4, "result": [[["mining.notify", "000034ce1"], ["mining.set_difficulty", "000034ce2"]], "000034ce", 8]}
[1783780223.232545] FX<->MAIN_POOL | 172.31.11.58:17566 -> 172.65.246.174:700 | {"id": 7, "method": "mining.authorize", "params": ["btc88708200.S21-bb1", "123"]}
[1783780223.342397] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:17566 | {"error": null, "id": 7, "result": true}
[1783780223.342397] FX<->MAIN_POOL | 172.65.246.174:700 -> 172.31.11.58:17566 | {"id": null, "method": "mining.set_difficulty", "params": [65536]}
[1783780223.344676] FIN/RST | 172.31.11.58:60200 -> 172.65.246.174:700 | RA
[1783780223.395272] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": null, "method": "mining.set_extranonce", "params": ["000034ce", 8]}
[1783780223.405615] MINER<->FX | 172.31.11.58:10510 -> 123.88.25.139:2856 | {"id": null, "method": "mining.set_difficulty", "params": [65536]}
[1783780223.53992] MINER<->FX | 123.88.25.139:2856 -> 172.31.11.58:10510 | {"params": ["btc88708200.S21-bb1", "2327909", "9500000000000000", "6a52537b", "6500c816", "00078000"], "id": 121667, "method": "mining.submit"}
[1783780223.540045] FX<->MAIN_POOL | 172.31.11.58:17566 -> 172.65.246.174:700 | {"id": 121667, "method": "mining.submit", "params": ["btc88708200.S21-bb1", "2327909", "9500000000000000", "6a52537b", "6500c816", "00078000"]}
